name,city,district,subdistrict,address,lat,lon,phone,Sunday,Monday,Tuesday,Wednesady,Thursday,Friday,Saturday,notes,owner
מזרעה,מזרעה,צפון,עכו,מזרעה,32.983205,35.096684,04-9829178,סגור,8:00-18:00,8:00-16:00,סגור,סגור,סגור,סגור,,משרד הבריאות
מחולה,מחולה,צפון,יזרעאל,ד.נ בית שאן,32.365285,35.51602,04-6480115,סגור,סגור,סגור,סגור,סגור,סגור,סגור,,קופת חולים כללית
מחניים,מחניים,צפון,צפת,ד.נ גליל עליון,32.988845,35.570375,"04-6933777 ,04-6933777",סגור,סגור,8:00-11:30,סגור,סגור,סגור,סגור,,קופת חולים כללית
מי עמי,מי עמי,צפון,חדרה,ד.נ מנשה,32.504963,35.146425,"04-6351048 ,04-6372627",סגור,10:30-12:30,סגור,15:00-17:00,סגור,סגור,סגור,,קופת חולים כללית
מיסר,מיסר,חיפה,חדרה,מיסר,32.443859,35.042545,04-6381447,8:00-13:30,8:00-13:30,8:00-13:30,8:00-13:30,8:00-13:30,סגור,סגור,,משרד הבריאות
מירב,מירב,צפון,יזרעאל,ד.נ גלבוע,32.452041,35.422479,04-6539155,סגור,סגור,סגור,סגור,סגור,סגור,סגור,,קופת חולים כללית
מרום בגליל,מירון,צפון,צפת,מ.א. מרום הגליל,32.985226,35.441643,04-6987898,8:00-14:00,8:00-14:00,8:00-14:00,8:00-14:00,8:00-14:00,סגור,סגור,,משרד הבריאות
מיתר,מיתר,דרום,באר שבע,מרכז מסחרי מיתר,31.327011,34.943213,08-6510034,8:00-12:00  16:00-19:00,8:00-12:00,8:00-12:00,8:00-12:00,8:00-12:00,סגור,סגור,,מכבי שרותי בריאות
מיתר,מיתר,דרום,באר שבע,רח' המייסדים,31.327011,34.943213,08-9558222,סגור,סגור,סגור,סגור,סגור,סגור,סגור,,קופת חולים כללית
מלכיה,מלכיה,צפון,צפת,ד.נ מרום גליל,33.098589,35.509624,"04-6943698 ,04-6946708",סגור,8:00-12:00 לסירוגין,סגור,סגור,סגור,סגור,סגור,,קופת חולים כללית
מנחמיה,מנחמיה,צפון,כנרת,מנחמיה,32.665983,35.555817,04-6752539,8:00-18:00,סגור,סגור,סגור,סגור,סגור,סגור,,משרד הבריאות
מנרה,מנרה,צפון,צפת,ד.נ גליל עליון,33.195375,35.543728,04-6908101,11:00-13:00,סגור,סגור,סגור,סגור,סגור,סגור,,קופת חולים כללית
מנשית זבדה,מנשית זבדה,צפון,יזרעאל,מנשית זבדה,32.701906,35.191531,04-6415420,סגור,סגור,8:00-14:00,סגור,8:00-20:00,סגור,סגור,"תחנת סגורה עד לתאריך 22/8, ניתן לקבל שירות בתחנות טיפת החלב בכפר כעבייה או חג'אג'רה הסמוכות.",משרד הבריאות
מסד,מסד,צפון,כנרת,ד.נ גליל תחתון,32.844172,35.423166,04-6784814,סגור,סגור,סגור,סגור,סגור,8:30-11:00,סגור,,קופת חולים כללית
אזורית עמק הירדן,מסדה,צפון,כנרת,ד.נ בית שאן,32.682305,35.597657,04-6655300,סגור,סגור,סגור,סגור,סגור,סגור,סגור,,קופת חולים כללית
מסילות,מסילות,צפון,יזרעאל,ד.נ מנשה,32.497362,35.474651,04-6066400,סגור,סגור,סגור,סגור,סגור,סגור,סגור,,קופת חולים כללית
מסעדה,מסעדה,צפון,צפת,מסעדה,33.232673,35.756898,04-6983319,8:00-16:00,סגור,8:00-20:00,8:00-16:00,8:00-16:00,8:00-13:00,סגור,,משרד הבריאות
מעגן מיכאל,מעגן מיכאל,חיפה,חדרה,ד.נ מנשה,32.55871,34.917816,"04-6399582 ,04-6399582",8:15-13:00,סגור,8:15-13:00,סגור,סגור,8:15-13:00,סגור,,קופת חולים כללית
מעוז חיים,מעוז חיים,צפון,יזרעאל,ד.נ בית שאן,32.49407,35.550767,04-6064750,סגור,סגור,סגור,סגור,סגור,סגור,סגור,,קופת חולים כללית
מבשרת,מבשרת ציון,ירושלים,ירושלים,החוצבים 3,31.793372,35.145097,02-5344414,8:00-14:00,8:00-14:00,8:00-14:00,8:00-18:00,8:00-15:00,8:00-12:00,סגור,"גבעת יערים, בית זית, הר הדר, מעלה החמישה, מוצא, בית נקופה, קרית ענבים, צובה, אורה, עמינדב,  אבן ספיר",משרד הבריאות
מעונה,מעונה,צפון,עכו,ד.נ מעונה,33.016894,35.263626,04-9979948,15:00-16:00,יחוסנו בתרשיחא,סגור,סגור,סגור,סגור,סגור,,קופת חולים כללית
מעיליא,מעיליא,צפון,עכו,מעיליא,33.0285276,35.2530036,04-9870530,סגור,סגור,סגור,סגור,סגור,סגור,סגור,,משרד הבריאות
יהלום,מעלה אדומים,ירושלים,ירושלים,כיכר קדם (ליד טרם),31.777369,35.297955,02-5352848,8:00-14:30,8:00-14:30,8:00-14:30,7:30-19:30,7:30-19:30,8:00-12:00,סגור,,משרד הבריאות
צמח השדה,מעלה אדומים,ירושלים,ירושלים,הצפצפה 2,31.7672453,35.3012656,02-5352810,8:00-14:30,8:00-14:30,8:00-14:30,7:30-19:30,7:30-19:30,8:00-12:00,סגור,"אלון, קידר, כפר אדומים, נופי פרת, מישור אדומים, בית הערבה, מצפה יריחו, אבנת, נתיב-העשרה, קבוץ גלגל, קיבוץ קליה, מבא יריחו, ורד יריחו.",משרד הבריאות
כיכר היהלום,מעלה אדומים,ירושלים,ירושלים,כיכר היהלום 891,31.773363,35.29812,02-5913200,8:00-20:00,8:30-13:30,13:00-18:30,8:00-14:30,8:00-14:30,סגור,סגור,,מכבי שרותי בריאות
מעלה אפריים,מעלה אפרים,ירושלים,ירושלים,ד.נ מזרח בנימין,32.071304,35.4039,"02-5425400 ,02-5425400",10:30-13:3015:30-19:30,סגור,7:30-12:30,11:00-16:00,סגור,סגור,סגור,,קופת חולים כללית
מעלה גלבוע,מעלה גלבוע,צפון,יזרעאל,ד.נ גלבוע,32.476065,35.420637,04-6067506,סגור,סגור,סגור,סגור,סגור,סגור,סגור,,קופת חולים כללית
מעלות,מעלות,צפון,צפון,ירושלים 18 מעלות,33.015026,35.276017,04-9079107,10:00-18:00,8:00-16:00,8:00-16:00,11:00-19:00,8:00-16:00,סגור,סגור,,קופת חולים מאוחדת
מעלות מרכז,מעלות,צפון,עכו,בן גוריון,33.013111,35.287102,04-9578555,8:00-13:0016:00-19:00,8:00-16:00,8:00-19:00,8:00-13:00,8:00-16:00,8:00-12:00,סגור,,קופת חולים כללית
מעלות צפון,מעלות,צפון,עכו,ירושלים  קניון הרקפות,33.015026,35.276017,"04-9573151 ,04-9578556",15:00-19:00,8:00-13:00,סגור,סגור,סגור,סגור,סגור,,קופת חולים כללית
מעלות לאומית,מעלות,צפון,עכו,מעלות,33.014578,35.28277,04-9077003,8:00-18:00,8:00-16:00,סגור,סגור,8:00-16:00,סגור,סגור,,משרד הבריאות
תרשיחא,מעלות תרשיחא,צפון,עכו,בן גוריון,33.013111,35.287102,04-9578555,7:30-15:30,10:00-18:00,7:30-15:30,7:30-15:30,7:30-15:30,8:00-12:00,סגור,,קופת חולים כללית
מענית,מענית,חיפה,חדרה,ד.נ מנשה,32.457992,35.026573,04-6375333,סגור,15:00-18:00,סגור,8:00-14:00,סגור,סגור,סגור,,קופת חולים כללית
מצפה יריחו,מצפה יריחו,ירושלים,ירושלים,,31.815688,35.395409,02-5906330,סגור,7:30-12:30,7:30-12:30,7:30-13:30,7:30-10:00,סגור,סגור,,קופת חולים מאוחדת
מצפה יריחו,מצפה יריחו,מרכז,רמלה,ד.נ  ערבות ירדן,31.815688,35.395409,02-5353411,סגור,10:00-14:00,סגור,8:00-14:00,סגור,סגור,סגור,,קופת חולים כללית
מצפה נטופה,מצפה נטופה,צפון,צפון,יישוב קהילתי מצפה נטופה,32.801748,35.383501,,10:00-11:00,סגור,16:00-17:00,סגור,סגור,סגור,סגור,,קופת חולים לאומית
מצפה רמון,מצפה רמון,דרום,באר שבע,נחל גרופית,30.607375,34.803426,08-6588773,8:00-16:00,8:00-16:00,8:00-16:00,8:00-16:00,8:00-20:00,סגור,סגור,,משרד הבריאות
מצפה שלם,מצפה שלם,ירושלים,ירושלים,ד.נ ים המלח,31.568875,35.400367,02-9945400,בתאום מראש,סגור,סגור,סגור,סגור,סגור,סגור,,קופת חולים כללית
מצר,מצר,חיפה,חדרה,ד.נ מנשה,32.440186,35.047702,04-6387000,11:00-13:00,8:30-10:30,סגור,סגור,סגור,סגור,סגור,,קופת חולים כללית
מרום גולן (אזורית),מרום גולן,צפון,צפת,ד.נ רמת הגולן,33.132583,35.777071,"04-6960114 ,04-9855700",8:00-14:00,סגור,סגור,8:00-14:00,8:00-14:00,סגור,סגור,,קופת חולים כללית
מרחביה קיבוץ,מרחביה קיבוץ,צפון,יזרעאל,ד.נ יזרעאל,32.605823,35.307384,04-6598800,סגור,סגור,סגור,סגור,סגור,סגור,סגור,,קופת חולים כללית
מרכז שפירא,מרכז שפירא,דרום,באר שבע,ד.נ לכיש צפון,31.696927,34.707319,08-8580540,8:00-10:30,8:00-14:00,9:00-12:00,8:00-12:00,14:00-15:30,8:00-12:00,סגור,,קופת חולים כללית
משאבי שדה,משאבי שדה,דרום,באר שבע,ד.נ. חלוצה,31.004042,34.785029,08-6565367,סגור,סגור,סגור,סגור,סגור,סגור,סגור,,קופת חולים כללית
משגב עם,משגב עם,צפון,צפת,ד.נ גליל עליון,33.247572,35.548499,04-6953126,סגור,12:00-14:00,סגור,סגור,סגור,סגור,סגור,,קופת חולים כללית
כפר משהד,משהד,צפון,נצרת,משהד,32.740391,35.324018,04-6519510,8:00-16:00,8:00-16:00,8:00-19:00,8:00-16:00,8:00-16:00,8:00-13:00,סגור,,משרד הבריאות
משואות יצחק,משואות יצחק,חיפה,חדרה,ד.נ שדה גת,31.70261,34.689968,08-8607314,סגור,סגור,8:30-11:30,סגור,סגור,סגור,סגור,,קופת חולים כללית
משמר הנגב,משמר הנגב,דרום,באר שבע,ד.נ.הנגב,31.364796,34.717968,08-9911208,סגור,סגור,סגור,סגור,סגור,סגור,סגור,,קופת חולים כללית
משמר העמק,משמר העמק,צפון,יזרעאל,ד.נ משמר העמק,32.610063,35.142673,04-9896110,פרטני,פרטני,7:30-8:30,פרטני,פרטני,סגור,סגור,,קופת חולים כללית
מתן,מתן,מרכז,פתח תקווה,הדר 38,32.1557354,34.9736044,"03-9028200 ,03-9028200",8:00-13:30,8:00-13:30,8:00-13:0016:00-18:00,9:30-11:00,סגור,סגור,סגור,,קופת חולים כללית
נאות מרדכי,נאות מרדכי,צפון,צפת,ד.נ גליל עליון,33.159785,35.595602,04-6948121,סגור,8:00-12:00 לסירוגין,סגור,סגור,סגור,סגור,סגור,,קופת חולים כללית
נעורה,נאעורה,צפון,יזרעאל,נעורה,32.614466,35.393234,04-6070068,8:00-14:00,סגור,8:00-18:00,8:00-14:00,סגור,8:00-13:00,סגור,,משרד הבריאות
נגבה,נגבה,אשקלון,אשקלון,ד.נ לכיש צפון,31.662547,34.679561,08-6774905,סגור,7:00-11:00,סגור,7:00-10:00,סגור,סגור,סגור,,קופת חולים כללית
מרכז נהורה,נהורה,אשקלון,אשקלון,ד.נ. לכיש דרום,31.621321,34.704496,08-6622222,8:00-12:00,סגור,16:00-19:00,8:00-12:00,8:00-12:00,סגור,סגור,,קופת חולים כללית
נהלל,נהלל,צפון,יזרעאל,ד.נ עמק יזרעאל,32.690807,35.19609,04-6515012,סגור,סגור,סגור,סגור,סגור,סגור,סגור,,קופת חולים כללית
נהריה אוסישקין,נהריה,צפון,עכו,יפה נוף 28,32.9990466,35.100843,04-9824079,12:00-15:00,12:00-15:00,10:00-12:00,8:00-14:00,13:00-15:00,10:00-12:00,סגור,,קופת חולים כללית
נהריה טרומפלדור,נהריה,צפון,עכו,זמנהוף 2,33.0237013,35.1083068,04-9822712,8:00-12:006:00-19:00,סגור,16:00-19:00,סגור,סגור,סגור,סגור,,קופת חולים כללית
נהריה יוספטל,נהריה,צפון,עכו,השרון 15,33.0061377,35.1034351,04-9821292,16:00-19:00,סגור,16:00-19:00,סגור,סגור,סגור,סגור,,קופת חולים כללית
נהריה עמידר,נהריה,צפון,עכו,ההגנה 29,33.0210222,35.0968708,04-9922352,12:00-16:00,8:00-14:00,15:00-19:00,8:00-12:00,8:00-12:00,8:00-12:00,סגור,,קופת חולים כללית
נוג'ידאת,נוג'ידאת,צפון,כנרת,נוג'ידאת,32.812755,35.374468,04-6730984,סגור,סגור,7:30-14:30,7:30-17:00,סגור,7:30-14:30,סגור,,משרד הבריאות
נווה זאב,"נווה זאב ב""ש",דרום,באר שבע,שדרו יוהנה ז'בוטינסקי 30 באר -שבע,31.234266,34.768057,08-6416622,8:00-19:00,8:00-19:00,8:00-13:00,8:00-19:00,8:00-16:00,סגור,סגור,,מכבי שרותי בריאות
נוף העמק,מגדל העמק,צפון,יזרעאל,האיריס  מגדל העמק,32.675638,35.252244,04-6049200,סגור,סגור,סגור,סגור,סגור,סגור,סגור,,קופת חולים כללית
נופית,נופית,חיפה,חיפה,נופית,32.7585154,35.1479123,04-8807535,13:15-16:00,12:00-13:00,14:00-15:30,7:30-11:00,סגור,סגור,סגור,,קופת חולים כללית
נחל עוז,נחל עוז,אשקלון,אשקלון,ד.נ הנגב,31.47268,34.497675,08-6805214,10:00-12:00,סגור,10:00-12:00,סגור,סגור,סגור,סגור,,קופת חולים כללית
נחלים,נחלים,מרכז,פתח תקווה,נחלים,32.063802,34.908627,03-9093398,סגור,סגור,סגור,סגור,סגור,סגור,סגור,"בין התאריכים 25.8.13 - 29.8.13 התחנה סגורה, המטופלים יכולים לפנות לטיפות חלב סמוכות: יהוד, קרית סביונים, אור יהודה-גיורא ונווה מונסון",קופת חולים כללית
נחף א' + ב',נחף,צפון,עכו,נחף,32.934394,35.31837,04-9988084,8:00-16:00,8:00-18:00,8:00-16:00,8:00-16:00,8:00-16:00,8:00-13:00,סגור,,משרד הבריאות
נחשולים,נחשולים,חיפה,חדרה,ד.נ חוף הכרמל,32.61309,34.92225,04-6395500,סגור,סגור,סגור,סגור,סגור,סגור,סגור,,קופת חולים כללית
נחשונים,נחשונים,מרכז,פתח תקווה,קיבוץ נחשונים,32.063236,34.947011,"03-9386474 ,03-9386474",סגור,8:00-10:00,סגור,סגור,סגור,סגור,סגור,,קופת חולים כללית
נין,נין,צפון,יזרעאל,נין,32.635419,35.34658,04-6592103,8:00-20:00,8:00-14:00,סגור,8:00-14:00,סגור,סגור,סגור,,משרד הבריאות
ניצן,ניצן,אשקלון,אשקלון,ד.נ אבטח,31.737518,34.630804,08-6897199,סגור,סגור,11:00-19:00,סגור,סגור,סגור,סגור,,קופת חולים כללית
ניצנה,ניצנה,דרום,באר שבע,ד.נ חלוצה,30.8851,34.4219972,08-6561460,סגור,סגור,9:00-12:00,סגור,סגור,סגור,סגור,,קופת חולים כללית
ניצנים,ניצנים,אשקלון,אשקלון,ד.נ אבטח,31.717845,34.634636,"08-6729463 ,08-6721022",סגור,סגור,סגור,16:00-18:00,סגור,סגור,סגור,,קופת חולים כללית
ניר גלים,ניר גלים,מרכז,רחובות,ד.נ אבטח,31.82552,34.68254,08-8510020,8:00-16:00,16:00-18:00,סגור,סגור,סגור,סגור,סגור,,קופת חולים כללית
ניר דוד,ניר דוד,צפון,יזרעאל,ד.נ בית שאן,32.504062,35.457622,04-6488909,סגור,סגור,סגור,סגור,סגור,סגור,סגור,,קופת חולים כללית
ניר יפה,ניר יפה,צפון,יזרעאל,ד.נ גלבוע,32.568982,35.244896,04-6591491,סגור,סגור,סגור,סגור,סגור,סגור,סגור,,קופת חולים כללית
ניר יצחק,ניר יצחק,דרום,באר שבע,ד.נ הנגב,31.23604,34.356702,08-9983427,סגור,10:00-12:00,סגור,10:00-12:00,סגור,סגור,סגור,,קופת חולים כללית
ניר ישראל,ניר ישראל,אשקלון,אשקלון,ד.נ שדה גת,31.692156,34.638071,08-6724650,סגור,16:00-19:00,סגור,סגור,סגור,סגור,סגור,,קופת חולים כללית
ניר עוז,ניר עוז,דרום,באר שבע,ד.נ הנגב,31.309697,34.402075,08-9983777,סגור,סגור,סגור,סגור,8:00-12:00,סגור,סגור,,קופת חולים כללית
ניר עם,ניר עם,אשקלון,אשקלון,ד.נ חוף אשקלון,31.518459,34.580544,08-6809977,סגור,סגור,סגור,10:00-13:00,סגור,סגור,סגור,,קופת חולים כללית
ניר עציון,ניר עציון,חיפה,חדרה,ד.נ חוף הכרמל,32.699125,34.992526,04-9845710,סגור,סגור,סגור,סגור,סגור,סגור,סגור,,קופת חולים כללית
נירים,נירים,דרום,באר שבע,ד.נ הנגב,31.33573,34.394087,08-9985489,15:00-19:00,סגור,סגור,סגור,סגור,סגור,סגור,,קופת חולים כללית
נס ציונה,נס ציונה,מרכז,מרכז,השייטת 4 נס ציונה,31.932111,34.801327,08-9377661,8:30-16:00,08:00-17:00,סגור,8:30-16:00,8:30-16:00,8:30-12:00,סגור,,קופת חולים מאוחדת
נורדאו,נס ציונה,ירושלים,ירושלים,נורדאו 31,31.927384,34.802912,08-9408422,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-12:00,סגור,,מכבי שרותי בריאות
נס ציונה,נס ציונה,מרכז,רחובות,"האירוסים 53, קניותר נס-ציונה",31.932111,34.801327,"08-9305420 ,08-9305420",7:30-19:00,7:30-19:00,7:00-15:00,7:30-19:00,7:30-19:00,סגור,סגור,,קופת חולים כללית
נען,נען,מרכז,רמלה,קיבוץ מען,31.883208,34.859237,08-9442821,סגור,8:00-16:00,סגור,10:00-14:00,סגור,סגור,סגור,,קופת חולים כללית
